#Gaia EDR3 BP band
#From: https://www.cosmos.esa.int/web/gaia/edr3-passbands on 2021-04-09
# lambda         trans           trans-uncertainty
0.851   0 0
0.852   0 0
0.853   0 0
0.854   0 0
0.855   0 0
0.856   0 0
0.857   0 0
0.858   0 0
0.859   0 0
0.86   0 0
0.861   0 0
0.862   0 0
0.863   0 0
0.864   0 0
0.865   0 0
0.866   0 0
0.867   0 0
0.868   0 0
0.869   0 0
0.87   0 0
0.871   0 0
0.872   0 0
0.873   0 0
0.874   0 0
0.875   0 0
0.876   0 0
0.877   0 0
0.878   0 0
0.879   0 0
0.88   0 0
0.881   0 0
0.882   0 0
0.883   0 0
0.884   0 0
0.885   0 0
0.886   0 0
0.887   0 0
0.888   0 0
0.889   0 0
0.89   0 0
0.891   0 0
0.892   0 0
0.893   0 0
0.894   0 0
0.895   0 0
0.896   0 0
0.897   0 0
0.898   0 0
0.899   0 0
0.9   0 0
0.901   0 0
0.902   0 0
0.903   0 0
0.904   0 0
0.905   0 0
0.906   0 0
0.907   0 0
0.908   0 0
0.909   0 0
0.91   0 0
0.911   0 0
0.912   0 0
0.913   0 0
0.914   0 0
0.915   0 0
0.916   0 0
0.917   0 0
0.918   0 0
0.919   0 0
0.92   0 0
0.921   0 0
0.922   0 0
0.923   0 0
0.924   0 0
0.925   0 0
0.926   0 0
0.927   0 0
0.928   0 0
0.929   0 0
0.93   0 0
0.931   0 0
0.932   0 0
0.933   0 0
0.934   0 0
0.935   0 0
0.936   0 0
0.937   0 0
0.938   0 0
0.939   0 0
0.94   0 0
0.941   0 0
0.942   0 0
0.943   0 0
0.944   0 0
0.945   0 0
0.946   0 0
0.947   0 0
0.948   0 0
0.949   0 0
0.95   0 0
0.951   0 0
0.952   0 0
0.953   0 0
0.954   0 0
0.955   0 0
0.956   0 0
0.957   0 0
0.958   0 0
0.959   0 0
0.96   0 0
0.961   0 0
0.962   0 0
0.963   0 0
0.964   0 0
0.965   0 0
0.966   0 0
0.967   0 0
0.968   0 0
0.969   0 0
0.97   0 0
0.971   0 0
0.972   0 0
0.973   0 0
0.974   0 0
0.975   0 0
0.976   0 0
0.977   0 0
0.978   0 0
0.979   0 0
0.98   0 0
0.981   0 0
0.982   0 0
0.983   0 0
0.984   0 0
0.985   0 0
0.986   0 0
0.987   0 0
0.988   0 0
0.989   0 0
0.99   0 0
0.991   0 0
0.992   0 0
0.993   0 0
0.994   0 0
0.995   0 0
0.996   0 0
0.997   0 0
0.998   0 0
0.999   0 0
1   0 0
1.001   0 0
1.002   0 0
1.003   0 0
1.004   0 0
1.005   0 0
1.006   0 0
1.007   0 0
1.008   0 0
1.009   0 0
1.01   0 0
1.011   0 0
1.012   0 0
1.013   0 0
1.014   0 0
1.015   0 0
1.016   0 0
1.017   0 0
1.018   0 0
1.019   0 0
1.02   0 0
1.021   0 0
1.022   0 0
1.023   0 0
1.024   0 0
1.025   0 0
1.026   0 0
1.027   0 0
1.028   0 0
1.029   0 0
1.03   0 0
1.031   0 0
1.032   0 0
1.033   0 0
1.034   0 0
1.035   0 0
1.036   0 0
1.037   0 0
1.038   0 0
1.039   0 0
1.04   0 0
1.041   0 0
1.042   0 0
1.043   0 0
1.044   0 0
1.045   0 0
1.046   0 0
1.047   0 0
1.048   0 0
1.049   0 0
1.05   0 0
1.051   0 0
1.052   0 0
1.053   0 0
1.054   0 0
1.055   0 0
1.056   0 0
1.057   0 0
1.058   0 0
1.059   0 0
1.06   0 0
1.061   0 0
1.062   0 0
1.063   0 0
1.064   0 0
1.065   0 0
1.066   0 0
1.067   0 0
1.068   0 0
1.069   0 0
1.07   0 0
1.071   0 0
1.072   0 0
1.073   0 0
1.074   0 0
1.075   0 0
1.076   0 0
1.077   0 0
1.078   0 0
1.079   0 0
1.08   0 0
1.081   0 0
1.082   0 0
1.083   0 0
1.084   0 0
1.085   0 0
1.086   0 0
1.087   0 0
1.088   0 0
1.089   0 0
1.09   0 0
1.091   0 0
1.092   0 0
1.093   0 0
1.094   0 0
1.095   0 0
1.096   0 0
1.097   0 0
1.098   0 0
1.099   0 0
1.1   0 0
